,default,beego,echo,echo-slim,fasthttp,fasthttp-routing,fasthttp/router,fasthttprouter,fastrouter,fiber,gin
cpu-bound,1326.60,1332.16,1332.80,1284.33,1315.98,1268.94,1184.23,1331.75,1314.21,1279.23,1325.84
